0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,51.5,
0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,51.5,53.0,
0.0,0.0,0.0,0.0,45.5,0.0,0.0,0.0,51.5,54.5,
0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.5,53.0,
54.0,0.0,0.0,0.0,51.5,0.0,0.0,0.0,49.0,52.5,
55.5,0.0,0.0,0.0,54.5,43.0,0.0,0.0,0.0,52.5,
55.0,45.0,0.0,0.0,0.0,45.5,0.0,0.0,0.0,52.5,
55.0,45.0,0.0,0.0,56.0,45.0,0.0,0.0,0.0,52.5,
52.0,0.0,46.0,0.0,56.0,45.0,0.0,0.0,0.0,53.0,
50.5,0.0,46.0,0.0,56.0,44.0,0.0,0.0,0.0,52.0,
49.5,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,52.0,
49.5,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,51.0,
50.5,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,49.5,
54.0,0.0,0.0,0.0,50.5,0.0,0.0,0.0,0.0,48.5,
54.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,
55.0,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,47.5,
0.0,50.0,51.5,45.0,46.5,0.0,0.0,0.0,0.0,0.0,
53.0,51.0,51.0,45.5,48.0,0.0,0.0,0.0,0.0,51.5,
53.5,52.5,52.0,47.5,51.0,0.0,0.0,0.0,0.0,53.0,
50.5,47.0,0.0,48.0,49.5,0.0,0.0,0.0,0.0,51.5,
49.5,48.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,54.0,
0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,53.5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,
